customer_id,age,income,recency,frequency,monetary,channel,treatment,conversion,revenue,true_ite
1149,59,14964,8,8,112.29,email,0,0,0.0,0.0009
1150,29,42385,20,5,96.96,email,0,0,0.0,0.1261
1151,28,113019,31,5,40.33,sms,1,0,0.0,0.2508
1152,18,21370,3,12,89.11,sms,1,0,0.0,0.1184
1153,32,22838,5,4,58.84,sms,1,0,0.0,0.0846
1154,24,21537,8,7,30.58,email,1,0,0.0,0.1031
1155,59,56092,109,5,40.96,sms,0,0,0.0,0.072
1156,52,47528,15,3,152.27,sms,0,1,118.56,0.0753
1157,31,33020,27,8,202.21,push,1,0,0.0,0.1048
1158,67,20935,8,3,100.54,email,0,0,0.0,0.0
1159,51,38385,20,3,59.97,email,0,0,0.0,0.0621
1160,36,14203,2,6,94.66,sms,1,0,0.0,0.0593
1161,18,39579,1,4,49.41,email,1,1,161.17,0.1499
1162,67,61261,18,7,11.84,push,0,0,0.0,0.0601
1163,23,17141,15,5,20.5,sms,0,0,0.0,0.0981
1164,20,14479,4,4,31.9,sms,0,0,0.0,0.1013
1165,52,93682,34,3,36.92,sms,0,1,126.72,0.1551
1166,69,25158,148,3,165.39,email,0,0,0.0,0.0
1167,56,71794,15,6,95.18,email,0,0,0.0,0.1069
1168,46,33110,29,4,9.66,sms,0,0,0.0,0.066
1169,47,32952,98,3,226.58,email,1,0,0.0,0.0631
1170,50,47242,53,7,62.91,sms,0,0,0.0,0.08
1171,49,21366,18,2,74.35,push,0,0,0.0,0.0379
1172,43,39320,40,7,62.98,email,0,1,25.18,0.0845
1173,41,28885,4,3,173.9,email,1,0,0.0,0.0717
1174,39,16443,21,6,147.68,push,1,0,0.0,0.0553
1175,30,44466,9,5,61.65,email,0,0,0.0,0.1271
1176,36,31008,5,4,32.2,email,0,0,0.0,0.0883
1177,19,33050,16,3,234.43,email,1,1,23.28,0.136
1178,38,17569,4,4,197.15,sms,0,1,53.04,0.0599
1179,28,94356,36,6,45.29,push,0,0,0.0,0.2186
1180,26,61453,18,6,114.3,email,0,0,0.0,0.1669
1181,42,64763,22,3,58.4,push,0,0,0.0,0.1311
1182,56,30234,4,3,193.41,email,0,0,0.0,0.035
1183,51,12867,4,4,184.17,sms,1,0,0.0,0.018
1184,21,117213,26,7,71.73,email,0,0,0.0,0.2762
1185,28,35008,126,5,172.02,email,1,1,9.02,0.116
1186,51,23172,3,6,190.03,push,1,0,0.0,0.0358
1187,28,46633,10,4,106.17,email,0,0,0.0,0.1361
1188,37,73150,61,2,205.31,email,1,0,0.0,0.1586
1189,46,35816,2,4,70.97,sms,0,0,0.0,0.0707
1190,28,78209,62,6,33.36,email,0,0,0.0,0.1907
1191,41,69549,22,6,35.86,email,0,0,0.0,0.1419
1192,23,19037,15,7,180.04,push,0,0,0.0,0.1014
1193,32,24239,11,6,57.36,sms,0,1,30.99,0.087
1194,43,64506,10,2,53.36,email,0,0,0.0,0.128
1195,20,7132,10,6,21.6,push,0,1,15.8,0.0886
1196,45,33200,64,5,141.14,email,0,0,0.0,0.0687
1197,39,15390,38,3,75.12,push,1,1,12.08,0.0535
1198,46,27284,33,6,187.06,email,1,0,0.0,0.0559
1199,42,30354,48,6,200.36,email,0,1,59.79,0.0716
1200,56,29291,8,11,275.95,email,1,1,13.09,0.0334
1201,41,26072,28,5,68.35,sms,0,0,0.0,0.0668
1202,34,18801,18,7,56.19,sms,0,1,45.26,0.0724
1203,41,143651,45,5,155.46,email,0,0,0.0,0.27
1204,46,111354,11,4,58.15,email,1,1,14.3,0.2012
1205,40,18083,30,1,132.46,sms,0,0,0.0,0.0556
1206,40,93832,64,7,60.62,push,0,0,0.0,0.1865
1207,31,28575,15,5,128.23,sms,0,0,0.0,0.0971
1208,32,39242,2,4,105.96,email,0,0,0.0,0.1129
1209,23,34962,21,6,16.46,sms,1,0,0.0,0.1289
1210,60,24444,12,1,51.89,sms,1,0,0.0,0.0147
1211,25,65533,33,3,69.23,email,0,0,0.0,0.1765
1212,31,39164,90,5,34.79,sms,0,0,0.0,0.1154
1213,31,27284,19,8,158.16,email,0,0,0.0,0.0949
1214,50,16601,18,5,54.19,email,1,0,0.0,0.0271
1215,36,21244,31,2,96.99,sms,1,0,0.0,0.0714
1216,54,13563,3,11,86.69,sms,1,0,0.0,0.0114
1217,31,36582,8,8,115.91,push,0,0,0.0,0.1109
1218,43,17712,75,3,66.81,email,0,1,10.05,0.0472
1219,29,30966,33,7,112.99,sms,1,0,0.0,0.1064
1220,65,82624,1,5,198.39,email,1,0,0.0,0.1022
1221,25,74576,6,3,46.98,sms,0,0,0.0,0.1922
1222,43,35618,34,10,126.34,email,1,0,0.0,0.0781
1223,47,34466,43,6,80.93,email,1,0,0.0,0.0657
1224,44,112187,54,7,97.13,email,1,0,0.0,0.2078
1225,37,49635,10,2,142.41,sms,0,0,0.0,0.1179
1226,38,29831,80,4,105.0,sms,0,0,0.0,0.0811
1227,40,15434,24,8,197.48,sms,1,0,0.0,0.051
1228,38,45996,35,6,178.21,email,0,0,0.0,0.109
1229,51,59730,27,4,102.56,email,0,0,0.0,0.099
1230,66,24859,3,7,127.98,email,0,1,28.67,0.0
1231,33,43248,98,5,107.47,sms,0,0,0.0,0.1173
1232,23,29198,3,5,17.23,email,0,0,0.0,0.1189
1233,38,32519,8,4,114.24,email,0,0,0.0,0.0857
1234,70,8162,50,7,35.48,email,0,0,0.0,0.0
1235,30,31790,28,7,81.38,sms,0,0,0.0,0.1052
1236,59,64966,54,5,23.64,sms,0,0,0.0,0.0873
1237,60,24863,21,2,279.58,sms,1,0,0.0,0.0154
1238,33,37478,14,5,104.24,email,0,0,0.0,0.1073
1239,46,23073,76,1,27.96,sms,0,0,0.0,0.0486
1240,59,45083,1,3,130.03,sms,0,0,0.0,0.0529
1241,35,31891,58,11,249.15,email,0,0,0.0,0.0924
1242,37,20670,7,4,160.5,email,0,0,0.0,0.0678
1243,33,80783,56,6,60.92,email,1,0,0.0,0.1821
1244,27,63408,4,5,76.16,sms,0,0,0.0,0.1677
1245,32,25261,26,11,85.64,email,0,0,0.0,0.0888
1246,25,48955,65,5,177.25,email,1,0,0.0,0.1479
1247,40,50133,19,7,189.18,email,0,0,0.0,0.111
1248,30,53390,41,6,111.68,email,0,0,0.0,0.1426
1249,42,13140,48,6,86.08,email,0,0,0.0,0.0418
1250,21,66433,40,7,56.85,push,0,0,0.0,0.1885
1251,43,25801,77,6,273.3,email,0,0,0.0,0.0611
1252,50,29298,17,5,125.44,email,1,0,0.0,0.049
1253,18,176791,5,2,45.25,sms,0,1,49.29,0.387
1254,44,43526,1,3,52.71,push,0,0,0.0,0.0892
1255,54,28802,8,2,157.02,push,0,0,0.0,0.0378
1256,25,9670,4,4,55.34,email,0,0,0.0,0.08
1257,60,83604,24,6,44.57,email,1,0,0.0,0.1169
1258,45,16201,6,2,179.32,sms,1,0,0.0,0.0394
1259,31,19889,1,6,85.24,email,1,0,0.0,0.0821
1260,39,29767,1,6,98.16,sms,0,0,0.0,0.0784
1261,46,84952,53,7,203.03,email,1,0,0.0,0.1556
1262,40,57753,26,5,164.76,sms,0,0,0.0,0.1242
1263,46,33034,13,2,110.18,push,0,0,0.0,0.0659
1264,28,43694,67,2,157.86,email,0,1,17.62,0.131
1265,42,25330,2,7,29.93,sms,0,0,0.0,0.0629
1266,23,39489,117,3,133.74,email,1,1,17.2,0.1367
1267,38,37949,28,8,65.52,email,1,1,52.25,0.0951
1268,29,64942,6,3,134.84,sms,1,0,0.0,0.1651
1269,31,64880,34,3,43.82,push,0,1,25.38,0.1598
1270,54,48843,43,6,137.7,push,0,0,0.0,0.0724
1271,53,29219,16,6,33.5,sms,1,0,0.0,0.0411
1272,47,56675,59,4,81.79,email,0,0,0.0,0.1041
1273,26,34365,4,5,185.4,email,0,0,0.0,0.1201
1274,36,18974,9,7,81.65,sms,0,0,0.0,0.0675
1275,54,28510,2,5,129.96,email,0,0,0.0,0.0373
1276,41,38204,7,5,10.92,sms,1,0,0.0,0.0878
1277,67,62700,8,5,27.75,sms,0,0,0.0,0.0626
1278,44,32528,74,4,123.16,sms,0,0,0.0,0.0702
1279,42,17579,2,6,22.89,email,0,1,51.83,0.0495
1280,36,37573,16,2,47.11,sms,0,0,0.0,0.0997
1281,41,38873,22,4,78.78,sms,0,0,0.0,0.0889
1282,38,40599,68,5,119.56,email,0,1,207.14,0.0997
1283,48,63065,182,7,155.79,email,1,0,0.0,0.1126
1284,51,66926,41,3,67.11,sms,1,0,0.0,0.1114
1285,30,25424,105,9,135.75,push,0,0,0.0,0.0942
1286,24,25092,46,2,256.07,email,1,0,0.0,0.1092
1287,18,19455,99,3,199.31,email,1,0,0.0,0.1151
1288,46,55231,36,6,206.16,email,0,0,0.0,0.1042
1289,26,86620,2,5,78.07,push,0,0,0.0,0.2104
1290,18,30060,15,7,159.16,sms,1,0,0.0,0.1334
1291,44,31418,31,2,116.43,sms,0,0,0.0,0.0682
1292,69,87559,12,8,168.66,email,0,0,0.0,0.1004
1293,39,49184,9,7,202.39,email,1,0,0.0,0.1119
1294,50,47180,25,2,104.74,sms,0,0,0.0,0.0799
1295,40,17773,81,6,120.66,push,1,0,0.0,0.055
1296,38,54569,1,3,17.54,email,1,0,0.0,0.1238
1297,51,20796,43,4,242.33,push,1,0,0.0,0.0317
1298,36,18390,38,5,69.98,email,0,0,0.0,0.0665
1299,43,29493,99,4,207.58,email,1,0,0.0,0.0675
1300,43,25553,80,6,80.48,push,0,0,0.0,0.0607
1301,31,31794,43,5,92.64,sms,1,0,0.0,0.1026
1302,51,15296,22,6,102.82,push,0,0,0.0,0.0222
1303,37,64556,6,3,119.55,push,0,0,0.0,0.1437
1304,30,71439,23,4,86.09,sms,0,0,0.0,0.1738
1305,46,11289,43,3,177.05,email,0,0,0.0,0.0283
1306,29,65321,67,4,122.58,sms,0,0,0.0,0.1658
1307,40,22329,46,4,80.24,sms,0,0,0.0,0.0629
1308,39,60729,6,5,33.98,sms,0,0,0.0,0.1319
1309,53,34854,27,4,65.58,sms,0,0,0.0,0.0508
1310,45,36947,12,6,128.95,push,0,0,0.0,0.0752
1311,39,32498,1,5,185.8,push,0,0,0.0,0.0831
1312,49,75152,6,7,65.25,sms,0,0,0.0,0.1309
1313,56,17261,3,5,140.39,sms,1,0,0.0,0.0126
1314,46,52297,55,5,86.12,sms,0,0,0.0,0.0991
1315,40,70319,8,6,43.99,email,0,0,0.0,0.1459
1316,24,55815,10,3,165.22,push,0,1,103.04,0.1623
1317,27,146505,96,7,100.31,sms,0,0,0.0,0.3113
1318,36,26439,14,6,15.08,push,0,0,0.0,0.0804
1319,32,64497,1,7,41.75,sms,0,0,0.0,0.1566
1320,37,34075,10,7,41.68,sms,0,1,19.29,0.091
1321,40,76118,3,5,173.76,sms,0,0,0.0,0.1559
1322,46,36148,3,5,62.17,sms,0,1,87.56,0.0712
1323,39,28775,2,5,61.21,email,0,0,0.0,0.0767
1324,45,79510,26,7,37.74,email,0,0,0.0,0.1488
1325,40,27039,6,3,56.25,email,0,0,0.0,0.0711
1326,18,15558,13,6,57.3,email,1,0,0.0,0.1083
1327,28,26632,59,6,214.63,email,0,0,0.0,0.1015
1328,38,52649,16,3,121.43,email,1,0,0.0,0.1205
1329,25,83719,74,8,158.29,push,1,0,0.0,0.208
1330,47,38819,20,7,213.28,push,1,0,0.0,0.0733
1331,58,80090,15,3,50.72,sms,0,1,87.8,0.116
1332,54,16076,41,4,40.65,email,0,0,0.0,0.0158
1333,37,27834,2,2,154.24,email,0,0,0.0,0.0802
1334,57,30541,2,4,76.37,sms,1,0,0.0,0.033
1335,41,33903,31,3,313.04,email,0,0,0.0,0.0803
1336,35,38194,20,5,34.52,email,0,0,0.0,0.1033
1337,32,54970,46,6,27.13,email,0,0,0.0,0.1401
1338,36,27809,74,6,122.56,email,0,0,0.0,0.0828
1339,35,39474,14,4,57.66,email,1,0,0.0,0.1055
1340,42,35345,27,4,82.56,email,0,0,0.0,0.0802
1341,41,20836,20,5,60.28,push,0,0,0.0,0.0577
1342,40,33921,119,8,82.18,sms,0,0,0.0,0.083
1343,45,33316,53,5,132.55,email,0,0,0.0,0.0689
1344,54,32890,72,8,71.34,email,0,0,0.0,0.0448
1345,51,37014,8,2,59.72,sms,0,0,0.0,0.0597
1346,22,38002,44,7,76.39,email,1,0,0.0,0.1367
1347,18,28018,9,11,3.94,sms,1,1,96.19,0.1299
1348,51,77934,7,4,154.95,email,0,0,0.0,0.1305
1349,23,18003,86,6,160.94,email,1,1,24.82,0.0996
1350,37,23562,1,3,196.13,email,0,0,0.0,0.0728
1351,25,192524,100,3,84.15,email,0,0,0.0,0.396
1352,18,19481,4,1,80.01,push,0,0,0.0,0.1151
1353,46,16118,51,3,274.1,sms,0,0,0.0,0.0366
1354,49,56426,9,6,37.6,push,0,0,0.0,0.0985
1355,33,10443,12,3,219.39,sms,0,1,35.89,0.0606
1356,18,31534,7,2,243.36,sms,0,0,0.0,0.1359
1357,33,131596,26,6,54.09,email,0,0,0.0,0.27
1358,44,14372,12,4,55.82,sms,0,0,0.0,0.0388
1359,22,11057,32,3,39.57,push,0,0,0.0,0.0902
1360,42,14772,1,6,45.36,email,1,0,0.0,0.0447
1361,39,62256,1,2,79.28,email,0,0,0.0,0.1345
1362,46,71315,3,3,68.71,email,1,0,0.0,0.132
1363,41,26700,16,10,239.24,push,1,0,0.0,0.0679
1364,28,54716,50,7,66.05,sms,0,0,0.0,0.1501
1365,54,83629,65,4,265.96,push,0,0,0.0,0.1325
1366,38,106128,8,1,165.32,email,0,0,0.0,0.213
1367,39,31325,25,3,34.85,push,1,0,0.0,0.0811
1368,28,9128,43,7,178.51,email,0,1,125.35,0.0713
1369,34,22191,10,7,101.64,email,0,0,0.0,0.0783
1370,29,28111,15,3,129.8,email,1,0,0.0,0.1015
1371,37,31089,22,7,56.44,email,0,0,0.0,0.0859
1372,60,32444,4,2,167.29,email,0,0,0.0,0.0285
1373,23,71064,1,5,138.75,email,1,0,0.0,0.1913
1374,20,78015,4,2,79.58,sms,1,1,360.46,0.2111
1375,57,32761,29,4,12.45,push,0,1,8.31,0.0368
1376,37,70199,2,5,170.17,sms,1,0,0.0,0.1535
1377,31,45008,6,3,32.5,email,0,0,0.0,0.1255
1378,52,37748,12,4,58.73,email,0,0,0.0,0.0584
1379,32,62562,2,5,32.94,email,0,0,0.0,0.1532
1380,61,37924,6,2,82.33,sms,0,0,0.0,0.0354
1381,48,124827,72,5,129.26,sms,0,0,0.0,0.2193
1382,34,15320,1,6,257.17,sms,0,0,0.0,0.0664
1383,65,26659,31,2,51.2,email,1,0,0.0,0.0055
1384,32,33660,14,5,36.46,email,0,0,0.0,0.1033
1385,48,47271,33,5,95.36,sms,0,0,0.0,0.0853
1386,43,77712,26,7,173.07,sms,0,0,0.0,0.1509
1387,55,35787,7,8,74.55,email,1,1,54.6,0.0472
1388,58,15470,56,7,87.6,email,0,1,73.48,0.0043
1389,40,60204,20,4,19.68,push,0,0,0.0,0.1284
1390,30,57123,51,7,67.26,sms,0,0,0.0,0.149
1391,45,11326,15,6,27.76,sms,0,0,0.0,0.0309
1392,31,36232,125,7,78.79,email,0,0,0.0,0.1103
1393,64,13987,44,5,116.73,sms,1,0,0.0,0.0
1394,41,24372,101,5,378.5,email,0,0,0.0,0.0639
1395,35,21127,21,5,106.44,email,0,0,0.0,0.0738
1396,42,59015,19,7,98.78,email,0,0,0.0,0.1211
1397,23,38952,42,5,90.0,email,0,0,0.0,0.1358
1398,28,16791,63,2,50.87,email,0,0,0.0,0.0845
1399,54,61576,99,4,320.22,email,0,1,51.87,0.0944
1400,32,15362,11,7,153.34,sms,0,1,37.72,0.0717
1401,27,44270,48,7,158.26,email,1,0,0.0,0.1346
1402,46,22283,7,6,171.76,email,0,0,0.0,0.0473
1403,54,29161,23,3,48.47,sms,0,0,0.0,0.0384
1404,48,49146,5,1,113.65,sms,1,0,0.0,0.0885
1405,51,49655,12,4,83.47,push,0,0,0.0,0.0816
1406,30,80998,80,9,27.83,sms,1,1,29.76,0.1903
1407,22,34566,4,5,9.87,email,0,0,0.0,0.1308
1408,58,43646,30,4,123.91,push,1,0,0.0,0.053
1409,36,27927,26,4,114.59,email,0,0,0.0,0.083
1410,36,40505,3,7,84.21,sms,0,0,0.0,0.1047
1411,55,47272,11,4,220.22,email,0,0,0.0,0.0671
1412,46,34235,24,6,69.71,sms,0,0,0.0,0.0679
1413,45,12304,6,2,184.07,push,0,0,0.0,0.0326
1414,65,44306,48,7,11.28,sms,1,1,35.97,0.036
1415,32,45194,107,3,77.41,email,0,0,0.0,0.1232
1416,51,24146,7,3,126.27,push,0,0,0.0,0.0375
1417,40,16803,6,6,121.67,email,0,1,16.95,0.0534
1418,43,88038,18,4,11.06,email,1,0,0.0,0.1687
1419,58,48769,41,7,94.18,push,1,0,0.0,0.0619
1420,46,31651,9,6,103.4,sms,0,1,24.19,0.0635
1421,46,18357,1,8,85.55,sms,0,0,0.0,0.0405
1422,52,22179,23,3,83.01,sms,1,1,23.75,0.0315
1423,35,79344,94,5,69.41,email,0,1,96.16,0.1744
1424,29,39442,14,6,26.06,email,0,0,0.0,0.1211
1425,27,26098,16,3,49.4,email,0,0,0.0,0.1032
1426,18,49306,104,4,186.82,email,0,0,0.0,0.1667
1427,64,22278,35,8,91.0,email,0,0,0.0,0.0005
1428,26,89366,38,4,60.88,email,0,0,0.0,0.2151
1429,37,81771,24,4,95.73,sms,0,0,0.0,0.1735
1430,36,27448,110,4,126.67,email,0,1,22.91,0.0822
1431,43,24904,35,4,18.68,email,0,0,0.0,0.0596
1432,49,7548,67,8,152.73,email,0,0,0.0,0.014
1433,50,14928,36,7,120.15,email,0,0,0.0,0.0242
1434,33,16257,39,7,11.52,email,0,0,0.0,0.0706
1435,37,39383,10,5,193.75,sms,0,0,0.0,0.1002
1436,43,29859,10,7,42.91,email,1,0,0.0,0.0682
1437,37,16200,45,4,140.47,email,0,0,0.0,0.0601
1438,59,30678,10,7,112.66,push,0,0,0.0,0.028
1439,45,49178,24,2,165.35,email,1,0,0.0,0.0963
1440,48,49846,8,2,73.77,push,0,0,0.0,0.0897
1441,47,11616,50,5,206.12,push,1,0,0.0,0.0262
1442,54,33625,3,5,161.0,sms,0,0,0.0,0.0461
1443,42,15835,53,8,13.38,sms,0,0,0.0,0.0465
1444,24,62382,27,6,78.0,sms,0,1,6.92,0.1737
1445,44,58132,6,5,185.64,push,1,0,0.0,0.1144
1446,32,21187,23,8,34.71,sms,0,0,0.0,0.0817
1447,33,22933,9,5,98.38,email,0,0,0.0,0.0821
1448,47,27535,11,7,53.88,email,0,0,0.0,0.0537
1449,54,9398,12,4,101.46,email,0,1,92.71,0.0042
1450,40,44426,1,7,83.12,email,0,0,0.0,0.1011
1451,43,30831,127,6,27.31,email,0,0,0.0,0.0698
1452,60,64997,1,5,131.1,sms,1,0,0.0,0.0847
1453,42,18787,32,3,5.92,sms,1,0,0.0,0.0516
1454,71,25047,13,5,32.55,sms,0,1,45.42,0.0
1455,46,14707,31,5,76.89,email,0,0,0.0,0.0342
1456,18,19879,13,4,166.99,email,1,0,0.0,0.1158
1457,49,17868,33,1,95.52,sms,0,0,0.0,0.0318
1458,44,66011,39,6,11.15,email,0,0,0.0,0.128
1459,55,23885,35,6,82.4,sms,0,1,11.81,0.0267
1460,48,39124,3,7,11.05,email,0,0,0.0,0.0712
1461,38,28898,32,8,52.65,sms,0,0,0.0,0.0795
1462,25,16955,9,7,62.43,sms,0,0,0.0,0.0926
1463,37,32827,1,1,70.44,sms,0,0,0.0,0.0889
1464,29,52024,16,5,171.69,email,1,0,0.0,0.1428
1465,33,17594,17,4,131.86,push,1,0,0.0,0.0729
1466,47,59010,18,8,180.2,email,1,0,0.0,0.1082
1467,60,21810,36,3,168.02,email,1,0,0.0,0.0101
1468,44,27179,11,1,102.2,sms,1,0,0.0,0.0609
1469,25,49931,11,2,16.98,email,0,0,0.0,0.1496
1470,45,24390,1,3,88.97,email,0,1,38.44,0.0535
1471,54,37143,34,7,168.15,sms,0,0,0.0,0.0522
1472,32,30067,25,4,40.74,email,0,0,0.0,0.0971
1473,38,39246,12,7,42.49,sms,0,1,17.32,0.0974
1474,40,8704,36,11,40.69,sms,0,1,26.09,0.0394
1475,30,12114,23,3,87.81,email,1,0,0.0,0.0712
1476,47,52553,19,7,95.9,sms,0,0,0.0,0.097
1477,38,67663,21,5,130.25,email,0,0,0.0,0.1465
1478,45,21030,30,9,168.15,sms,0,0,0.0,0.0477
1479,29,31369,32,5,162.35,email,0,1,263.98,0.1071
1480,34,43340,10,7,39.85,sms,0,0,0.0,0.1148
1481,48,55046,4,4,104.6,sms,1,1,69.31,0.0987
1482,35,10757,5,3,38.71,push,1,1,56.11,0.0559
1483,60,21340,30,5,194.71,email,0,0,0.0,0.0093
1484,35,29746,61,4,104.96,email,1,0,0.0,0.0887
1485,42,55375,15,8,91.5,email,0,0,0.0,0.1148
1486,51,162601,5,4,284.48,email,1,0,0.0,0.2768
1487,22,31672,42,3,9.17,email,0,0,0.0,0.1258
1488,18,15612,53,5,123.28,push,0,0,0.0,0.1084
1489,21,46228,63,2,86.2,email,0,0,0.0,0.1536
1490,55,80225,28,6,72.42,email,0,0,0.0,0.1241
1491,33,38746,59,6,40.24,sms,0,0,0.0,0.1095
1492,70,21078,1,3,86.11,email,0,0,0.0,0.0
1493,33,64524,3,4,89.16,email,0,0,0.0,0.154
1494,42,54075,2,5,126.66,push,1,1,44.81,0.1126
1495,58,19620,37,7,90.51,email,0,1,33.75,0.0115
1496,64,45654,2,6,170.68,sms,1,0,0.0,0.0409
1497,64,66062,20,3,64.7,email,1,1,153.33,0.0762
1498,54,73801,19,6,285.75,sms,0,1,39.19,0.1155
1499,52,34896,11,3,77.01,email,0,0,0.0,0.0535
1500,47,29294,61,6,44.62,email,0,0,0.0,0.0568
1501,49,75838,5,2,45.07,email,0,0,0.0,0.132
1502,33,17569,13,3,6.85,email,0,0,0.0,0.0729
1503,30,47247,44,4,123.94,push,0,1,36.98,0.132
1504,39,15962,1,11,96.25,email,1,1,28.18,0.0545
1505,37,68818,33,5,121.28,sms,0,0,0.0,0.1511
1506,34,31106,50,4,16.63,push,0,0,0.0,0.0937
1507,48,77741,80,3,222.83,email,0,0,0.0,0.1379
1508,51,48768,62,2,131.24,push,1,0,0.0,0.0801
1509,41,17432,11,7,28.35,sms,0,0,0.0,0.0519
1510,57,85372,26,4,21.14,sms,0,0,0.0,0.1278
1511,26,92110,2,1,55.05,push,0,0,0.0,0.2199
1512,37,61658,8,0,185.69,email,0,0,0.0,0.1387
1513,31,22995,2,6,210.91,email,1,1,54.56,0.0874
1514,18,30224,11,5,120.35,email,0,0,0.0,0.1337
1515,39,39626,62,5,47.03,push,0,0,0.0,0.0954
1516,38,23807,12,9,35.51,email,1,1,224.24,0.0707
1517,58,100248,24,1,77.85,push,0,1,20.54,0.1509
1518,47,39600,17,2,45.31,email,1,0,0.0,0.0746
1519,27,7172,18,5,181.39,sms,1,0,0.0,0.0705
1520,62,44516,104,4,126.85,sms,1,0,0.0,0.0442
1521,54,29469,10,5,52.0,push,1,1,58.83,0.0389
1522,46,34719,29,8,8.47,email,0,0,0.0,0.0688
1523,37,29109,16,7,37.94,email,0,0,0.0,0.0824
1524,28,58937,1,5,76.98,push,0,0,0.0,0.1574
1525,35,71097,20,6,66.44,push,0,0,0.0,0.1602
1526,53,43037,50,4,22.66,email,0,0,0.0,0.065
1527,62,29626,3,4,146.57,sms,1,0,0.0,0.0184
1528,58,35425,2,5,64.59,email,0,0,0.0,0.0388
1529,34,36745,5,5,56.02,sms,0,0,0.0,0.1034
1530,26,22438,43,3,129.0,sms,0,0,0.0,0.0995
1531,41,51398,38,6,80.63,sms,1,1,50.75,0.1106
1532,18,47859,24,8,85.38,email,1,1,18.89,0.1642
1533,43,91515,18,3,109.8,email,0,1,13.75,0.1747
1534,38,77127,65,6,186.87,sms,0,1,37.07,0.1628
1535,34,24066,43,3,133.32,sms,0,0,0.0,0.0815
1536,20,59407,50,8,28.88,push,1,1,32.95,0.1789
1537,46,20525,50,3,383.96,email,1,0,0.0,0.0442
1538,33,55136,30,11,81.49,email,0,1,51.95,0.1378
1539,25,26636,18,8,5.61,email,0,0,0.0,0.1093
1540,18,19654,60,10,40.7,sms,1,0,0.0,0.1154
1541,39,42960,78,7,40.36,sms,0,0,0.0,0.1012
1542,61,7297,1,9,193.51,sms,0,0,0.0,0.0
1543,59,12700,1,7,94.86,email,0,0,0.0,0.0
1544,34,32646,95,8,89.92,email,0,0,0.0,0.0963
1545,32,38157,9,8,98.21,push,1,1,46.19,0.111
1546,45,29097,61,4,122.38,push,0,0,0.0,0.0616
1547,28,14077,14,5,115.91,email,1,0,0.0,0.0798
1548,43,22231,3,6,38.27,email,0,0,0.0,0.055
1549,49,45923,2,5,231.0,push,0,0,0.0,0.0803
1550,54,51486,5,2,14.85,email,0,0,0.0,0.077
1551,38,35963,8,5,200.59,push,1,1,22.97,0.0917
1552,37,72700,20,3,14.14,email,0,0,0.0,0.1578
1553,29,46094,36,7,42.73,push,0,0,0.0,0.1326
1554,30,23191,128,1,85.03,sms,0,0,0.0,0.0904
1555,37,30690,17,1,70.27,email,0,0,0.0,0.0852
1556,44,15650,21,3,36.36,sms,0,0,0.0,0.041
1557,50,34034,22,2,121.77,email,1,0,0.0,0.0572
1558,30,70774,23,5,62.28,email,0,0,0.0,0.1726
1559,57,54785,21,0,138.97,email,1,0,0.0,0.0749
1560,36,84221,1,4,49.05,sms,0,0,0.0,0.1803
1561,39,30280,1,4,44.71,email,0,0,0.0,0.0793
1562,31,81443,3,3,95.74,email,0,0,0.0,0.1885
1563,18,32338,3,2,156.63,email,1,0,0.0,0.1373
1564,50,87811,36,5,142.62,sms,1,0,0.0,0.1501
1565,48,35842,6,5,23.06,push,0,0,0.0,0.0655
1566,36,55511,67,3,78.03,email,1,0,0.0,0.1307
1567,40,87997,79,2,153.32,email,0,0,0.0,0.1764
1568,46,32336,111,6,64.79,sms,0,1,191.24,0.0646
1569,21,41399,83,2,163.65,email,0,0,0.0,0.1452
1570,33,78693,9,7,201.57,sms,0,0,0.0,0.1785
1571,49,33530,21,5,181.23,email,0,0,0.0,0.0589
1572,24,16439,5,10,144.8,sms,0,0,0.0,0.0943
1573,43,131374,49,2,70.94,email,0,0,0.0,0.2436
1574,23,27395,65,6,72.73,email,0,0,0.0,0.1158
1575,45,39944,57,6,49.12,sms,0,0,0.0,0.0804
1576,39,72664,17,6,98.4,sms,1,0,0.0,0.1525
1577,20,25207,42,4,124.39,email,0,0,0.0,0.1198
1578,53,19836,3,6,143.63,sms,0,0,0.0,0.0249
1579,31,42287,1,6,88.52,email,1,0,0.0,0.1208
1580,30,12383,41,2,72.47,sms,1,0,0.0,0.0717
1581,42,30554,16,3,87.02,email,1,0,0.0,0.0719
1582,53,42067,162,3,35.31,email,0,0,0.0,0.0633
1583,27,30885,3,6,146.75,push,0,1,109.38,0.1115
1584,40,14384,58,2,142.89,email,0,0,0.0,0.0492
1585,45,94514,19,5,37.63,sms,0,0,0.0,0.1747
1586,48,38643,52,3,114.09,push,0,0,0.0,0.0704
1587,42,85707,50,8,24.53,sms,0,0,0.0,0.1673
1588,35,31069,74,3,176.04,sms,0,0,0.0,0.091
1589,30,21418,10,7,281.93,email,1,0,0.0,0.0873
1590,41,42680,89,2,119.5,push,0,0,0.0,0.0955
1591,27,31905,4,4,125.67,email,1,0,0.0,0.1132
1592,18,17914,2,3,63.69,push,1,0,0.0,0.1124
1593,45,87716,16,6,72.1,sms,1,1,18.42,0.163
1594,50,25000,52,5,204.36,sms,0,0,0.0,0.0416
1595,18,12038,19,2,73.31,email,0,1,19.93,0.1023
