Rep_ID,HCP_ID,Rep_Experience_Years,Territory_Size,HCP_Specialty,HCP_Patient_Volume,HCP_Digital_Affinity,Suggestion_Type,Action_Type,Suggestion_Accepted,Incremental_Actions,Baseline_TRX,Post_TRX,Incremental_TRX,Baseline_NBRX,Post_NBRX,Incremental_NBRX
19,20,12.9,81,Primary Care,75,0.121,Email,Email,1,4,20.0,29.02,9.02,0.0,1.81,1.81
9,175,12.2,167,Oncology,86,0.074,Email,Email,0,0,17.0,17.5,0.5,3.0,3.07,0.07
50,137,8.5,157,Cardiology,70,0.134,All,Email,1,2,17.0,22.93,5.93,3.0,5.27,2.27
19,286,12.9,81,Neurology,85,0.161,Email,Email,1,4,14.0,19.95,5.95,1.0,2.91,1.91
69,498,19.6,188,Oncology,69,0.581,Insights,Insights,1,5,15.0,24.24,9.24,4.0,6.16,2.16
36,346,9.2,60,Neurology,88,0.173,Email,Email,1,2,22.0,28.12,6.12,4.0,6.32,2.32
1,460,18.1,130,Primary Care,77,0.092,Email,All,1,3,17.0,21.81,4.81,2.0,2.79,0.79
77,97,5.6,150,Primary Care,81,0.428,Insights,Insights,1,2,20.0,22.95,2.95,4.0,4.0,0.0
42,108,17.0,101,Primary Care,76,0.337,Insights,Insights,1,4,12.0,23.81,11.81,2.0,5.24,3.24
22,376,19.0,38,Primary Care,85,0.101,Insights,Email,0,0,14.0,14.73,0.73,8.0,8.04,0.04
55,156,12.2,128,Cardiology,82,0.277,Call,Email,0,0,8.0,8.96,0.96,3.0,3.98,0.98
43,425,9.7,154,Cardiology,86,0.128,All,All,0,0,10.0,10.17,0.17,2.0,2.05,0.05
3,232,1.5,33,Neurology,78,0.439,All,Email,0,0,9.0,9.26,0.26,5.0,5.29,0.29
61,101,5.4,66,Cardiology,69,0.507,Call,Email,1,5,17.0,22.96,5.96,5.0,5.34,0.34
33,423,7.1,115,Neurology,84,0.471,Call,Insights,1,1,15.0,20.0,5.0,8.0,8.6,0.6
56,276,12.0,85,Neurology,76,0.252,Call,Call,1,1,21.0,26.27,5.27,2.0,3.02,1.02
72,402,5.3,163,Cardiology,76,0.552,All,All,1,5,12.0,22.3,10.3,1.0,3.37,2.37
49,227,14.2,24,Cardiology,83,0.278,Call,Call,0,0,12.0,12.44,0.44,2.0,2.65,0.65
54,64,18.8,54,Primary Care,89,0.343,Insights,Insights,1,2,14.0,21.51,7.51,6.0,8.46,2.46
21,341,6.0,31,Cardiology,79,0.146,Call,Call,0,0,15.0,15.26,0.26,3.0,3.13,0.13
20,63,4.7,153,Neurology,69,0.409,Insights,All,0,0,24.0,24.62,0.62,4.0,4.3,0.3
34,332,1.0,82,Primary Care,88,0.31,All,Insights,1,1,15.0,20.23,5.23,2.0,4.11,2.11
69,209,19.6,188,Primary Care,77,0.116,Insights,All,0,0,8.0,9.05,1.05,5.0,5.0,0.0
42,396,17.0,101,Oncology,61,0.217,Call,Call,0,0,16.0,16.19,0.19,7.0,7.08,0.08
28,436,19.3,22,Neurology,80,0.202,Call,Call,1,3,14.0,19.14,5.14,5.0,6.85,1.85
63,204,15.4,190,Primary Care,73,0.492,Insights,Insights,1,2,13.0,21.0,8.0,4.0,4.99,0.99
69,442,19.6,188,Neurology,86,0.281,Call,Call,1,1,19.0,23.92,4.92,3.0,4.0,1.0
73,56,9.5,80,Cardiology,82,0.258,All,Insights,1,2,17.0,23.07,6.07,5.0,6.32,1.32
24,54,5.7,177,Primary Care,70,0.118,Call,Call,0,0,12.0,12.03,0.03,5.0,5.08,0.08
57,497,6.8,128,Oncology,60,0.533,Email,Insights,1,3,11.0,15.08,4.08,5.0,5.86,0.86
48,288,11.4,109,Primary Care,84,0.271,Email,Email,0,0,11.0,11.3,0.3,2.0,2.06,0.06
36,226,9.2,60,Primary Care,76,0.391,Insights,Insights,1,2,15.0,18.48,3.48,4.0,5.77,1.77
32,78,11.7,170,Oncology,75,0.333,All,Email,0,0,10.0,10.3,0.3,3.0,3.04,0.04
10,145,19.4,180,Primary Care,81,0.259,Call,Insights,1,0,9.0,11.16,2.16,3.0,3.0,0.0
22,344,19.0,38,Cardiology,99,0.496,Call,Insights,0,0,16.0,16.19,0.19,6.0,6.11,0.11
44,411,18.7,26,Cardiology,82,0.642,Call,Call,1,3,14.0,21.67,7.67,5.0,6.81,1.81
71,459,11.1,124,Oncology,84,0.196,All,All,0,0,18.0,18.42,0.42,8.0,8.23,0.23
70,204,9.1,60,Primary Care,73,0.492,All,All,0,0,18.0,18.59,0.59,4.0,4.21,0.21
16,228,15.5,62,Cardiology,78,0.41,Email,Email,1,7,11.0,18.81,7.81,4.0,6.22,2.22
55,82,12.2,128,Cardiology,85,0.329,Insights,Insights,1,3,13.0,20.34,7.34,7.0,8.56,1.56
7,42,16.5,42,Oncology,78,0.55,All,Call,0,0,15.0,15.02,0.02,2.0,2.72,0.72
55,219,12.2,128,Neurology,73,0.039,All,Call,0,0,14.0,14.28,0.28,7.0,7.05,0.05
28,290,19.3,22,Primary Care,89,0.269,Call,Call,0,0,8.0,8.25,0.25,3.0,3.0,0.0
36,53,9.2,60,Cardiology,81,0.762,All,All,1,4,16.0,24.63,8.63,2.0,4.52,2.52
58,205,14.5,120,Cardiology,72,0.143,Insights,Insights,1,2,20.0,24.22,4.22,3.0,3.87,0.87
34,321,1.0,82,Oncology,80,0.224,Email,Email,1,2,13.0,20.95,7.95,5.0,5.31,0.31
65,406,4.0,150,Primary Care,83,0.594,Email,All,0,0,13.0,13.12,0.12,4.0,4.57,0.57
43,470,9.7,154,Neurology,73,0.115,Call,Call,1,0,19.0,22.44,3.44,1.0,2.07,1.07
80,171,5.0,190,Neurology,79,0.107,Email,Email,1,1,10.0,15.77,5.77,5.0,5.94,0.94
52,196,18.3,191,Primary Care,70,0.377,Call,Call,0,0,14.0,15.5,1.5,1.0,1.38,0.38
24,438,5.7,177,Cardiology,88,0.581,All,Email,0,0,20.0,20.48,0.48,5.0,5.0,0.0
63,347,15.4,190,Primary Care,75,0.174,All,All,0,0,17.0,17.01,0.01,3.0,3.21,0.21
33,137,7.1,115,Cardiology,70,0.134,Email,Email,0,0,9.0,9.51,0.51,2.0,2.01,0.01
43,343,9.7,154,Neurology,73,0.188,Email,Email,1,1,11.0,17.61,6.61,4.0,4.8,0.8
11,79,14.7,189,Neurology,91,0.237,Insights,Insights,1,0,19.0,21.83,2.83,1.0,1.75,0.75
10,225,19.4,180,Primary Care,78,0.565,Call,Call,0,0,13.0,13.54,0.54,5.0,5.25,0.25
46,154,14.6,60,Oncology,88,0.42,Email,Email,0,0,14.0,14.35,0.35,6.0,6.01,0.01
15,497,5.6,103,Oncology,60,0.533,All,Email,1,4,13.0,18.64,5.64,5.0,6.87,1.87
80,18,5.0,190,Neurology,84,0.29,Email,Email,1,2,15.0,17.53,2.53,3.0,4.61,1.61
69,429,19.6,188,Oncology,91,0.722,Email,Email,1,5,13.0,23.73,10.73,2.0,7.31,5.31
57,141,6.8,128,Cardiology,68,0.434,All,Call,1,3,13.0,19.0,6.0,5.0,8.02,3.02
59,19,17.8,73,Primary Care,65,0.675,Insights,Insights,1,2,20.0,26.81,6.81,6.0,7.45,1.45
48,331,11.4,109,Oncology,80,0.49,Call,Call,1,1,17.0,22.46,5.46,3.0,5.04,2.04
5,340,14.3,123,Primary Care,74,0.612,Insights,Insights,0,0,15.0,15.09,0.09,4.0,4.68,0.68
32,72,11.7,170,Cardiology,87,0.334,All,Insights,1,2,11.0,18.64,7.64,5.0,7.43,2.43
40,20,4.2,152,Primary Care,75,0.121,Email,Email,0,0,11.0,11.5,0.5,6.0,6.05,0.05
74,56,19.7,62,Cardiology,82,0.258,Insights,Email,1,1,20.0,22.47,2.47,4.0,5.17,1.17
18,205,7.3,45,Cardiology,72,0.143,Email,Email,1,3,21.0,29.31,8.31,8.0,10.39,2.39
40,67,4.2,152,Oncology,87,0.465,Call,Call,0,0,15.0,15.36,0.36,6.0,6.45,0.45
28,352,19.3,22,Oncology,76,0.756,Call,Call,1,3,19.0,24.83,5.83,4.0,5.55,1.55
11,39,14.7,189,Oncology,77,0.367,Call,Call,0,0,12.0,12.35,0.35,3.0,3.22,0.22
9,395,12.2,167,Primary Care,82,0.363,Email,All,0,0,16.0,16.34,0.34,4.0,4.11,0.11
30,438,12.2,100,Cardiology,88,0.581,All,Insights,0,0,15.0,15.04,0.04,7.0,7.05,0.05
7,359,16.5,42,Cardiology,90,0.489,Call,Call,1,3,15.0,18.61,3.61,4.0,5.57,1.57
6,473,11.4,159,Oncology,95,0.199,All,All,0,0,14.0,16.5,2.5,4.0,4.04,0.04
29,470,12.2,174,Neurology,73,0.115,Call,Call,1,5,13.0,23.55,10.55,5.0,7.74,2.74
17,24,14.5,38,Primary Care,92,0.605,All,Insights,1,2,16.0,24.77,8.77,2.0,3.96,1.96
45,171,5.0,150,Neurology,79,0.107,Insights,Call,0,0,18.0,18.33,0.33,4.0,4.91,0.91
2,381,6.3,75,Oncology,76,0.158,Call,Call,0,0,16.0,16.23,0.23,4.0,4.07,0.07
25,170,10.3,198,Oncology,85,0.258,All,Email,1,2,12.0,18.05,6.05,4.0,6.51,2.51
37,369,10.3,187,Oncology,91,0.499,All,Email,1,0,14.0,17.42,3.42,3.0,4.44,1.44
78,388,19.6,86,Neurology,79,0.508,Call,Email,1,2,15.0,19.57,4.57,6.0,6.09,0.09
51,499,15.3,66,Oncology,68,0.052,Call,Call,1,2,15.0,21.44,6.44,3.0,4.91,1.91
71,165,11.1,124,Primary Care,74,0.219,Insights,Insights,0,0,15.0,16.15,1.15,4.0,4.02,0.02
28,174,19.3,22,Neurology,102,0.101,Insights,Insights,0,0,15.0,15.03,0.03,2.0,2.38,0.38
36,13,9.2,60,Cardiology,82,0.227,Call,Call,0,0,17.0,17.01,0.01,4.0,4.4,0.4
34,143,1.0,82,Neurology,88,0.131,All,Email,1,2,10.0,16.41,6.41,2.0,3.55,1.55
71,141,11.1,124,Cardiology,68,0.434,Call,Call,0,0,23.0,23.28,0.28,3.0,3.02,0.02
77,227,5.6,150,Cardiology,83,0.278,Call,Call,0,0,7.0,7.67,0.67,2.0,2.07,0.07
77,211,5.6,150,Cardiology,92,0.527,Insights,Call,1,2,10.0,12.2,2.2,6.0,6.17,0.17
61,429,5.4,66,Oncology,91,0.722,All,All,1,5,10.0,18.56,8.56,6.0,8.38,2.38
41,387,8.8,52,Neurology,69,0.094,Call,Call,0,0,11.0,11.81,0.81,4.0,4.08,0.08
44,365,18.7,26,Primary Care,94,0.448,Email,Email,0,0,10.0,10.7,0.7,3.0,3.18,0.18
79,3,19.8,87,Primary Care,78,0.833,Email,All,1,2,17.0,20.88,3.88,1.0,3.05,2.05
23,236,8.9,67,Oncology,78,0.503,Insights,Insights,1,2,14.0,18.55,4.55,3.0,4.96,1.96
28,365,19.3,22,Primary Care,94,0.448,Call,Call,1,2,14.0,24.8,10.8,3.0,5.02,2.02
72,123,5.3,163,Cardiology,74,0.458,Call,Email,0,0,18.0,18.45,0.45,6.0,6.06,0.06
31,213,7.9,33,Cardiology,83,0.393,Email,Email,1,4,14.0,23.01,9.01,7.0,8.93,1.93
19,364,12.9,81,Oncology,79,0.603,All,Insights,1,3,16.0,22.25,6.25,3.0,5.86,2.86
45,398,5.0,150,Cardiology,83,0.425,Call,Insights,1,2,14.0,16.43,2.43,2.0,2.72,0.72
27,428,14.9,28,Neurology,76,0.716,Insights,Insights,1,1,13.0,18.08,5.08,8.0,9.22,1.22
72,215,5.3,163,Oncology,88,0.42,Email,Email,1,2,14.0,19.75,5.75,4.0,5.52,1.52
73,200,9.5,80,Primary Care,89,0.329,Email,Email,0,0,19.0,19.04,0.04,5.0,5.07,0.07
25,192,10.3,198,Neurology,63,0.339,Email,Email,0,0,12.0,12.71,0.71,4.0,4.12,0.12
43,335,9.7,154,Neurology,87,0.039,Call,Call,0,0,21.0,21.28,0.28,7.0,7.05,0.05
79,210,19.8,87,Neurology,81,0.65,Call,Call,0,0,15.0,15.27,0.27,3.0,3.1,0.1
60,201,13.3,137,Oncology,77,0.633,Email,Email,0,0,12.0,12.03,0.03,3.0,3.23,0.23
18,85,7.3,45,Primary Care,100,0.396,Call,Call,1,3,11.0,19.41,8.41,4.0,5.49,1.49
48,240,11.4,109,Primary Care,61,0.169,Email,Email,1,3,12.0,18.22,6.22,3.0,5.8,2.8
50,119,8.5,157,Primary Care,75,0.352,Call,Call,0,0,16.0,16.12,0.12,2.0,2.01,0.01
53,263,14.4,171,Neurology,68,0.33,Email,Email,1,1,9.0,13.21,4.21,2.0,3.94,1.94
3,445,1.5,33,Neurology,73,0.19,Email,Email,0,0,16.0,16.23,0.23,8.0,8.1,0.1
24,388,5.7,177,Neurology,79,0.508,Email,Email,1,5,13.0,24.41,11.41,4.0,6.83,2.83
69,240,19.6,188,Primary Care,61,0.169,Insights,Insights,1,1,12.0,15.72,3.72,4.0,4.18,0.18
20,489,4.7,153,Primary Care,80,0.863,All,All,0,0,14.0,14.45,0.45,4.0,4.21,0.21
24,491,5.7,177,Oncology,61,0.387,Insights,Insights,0,0,11.0,12.35,1.35,2.0,2.12,0.12
26,223,8.4,99,Oncology,99,0.726,Email,Email,1,5,17.0,23.46,6.46,3.0,5.93,2.93
15,382,5.6,103,Cardiology,72,0.608,All,Call,1,2,8.0,14.79,6.79,6.0,7.29,1.29
13,172,7.9,51,Oncology,91,0.343,All,Insights,0,0,12.0,12.35,0.35,4.0,4.33,0.33
28,440,19.3,22,Neurology,80,0.5,Call,Insights,1,1,12.0,15.8,3.8,2.0,2.85,0.85
70,187,9.1,60,Cardiology,100,0.246,Email,Email,0,0,15.0,15.22,0.22,1.0,1.32,0.32
1,130,18.1,130,Oncology,88,0.424,All,All,0,0,14.0,14.4,0.4,7.0,7.16,0.16
23,67,8.9,67,Oncology,87,0.465,All,Call,1,1,15.0,18.97,3.97,3.0,3.36,0.36
5,422,14.3,123,Cardiology,88,0.557,All,All,1,4,17.0,27.33,10.33,5.0,7.78,2.78
45,149,5.0,150,Neurology,68,0.531,Insights,Insights,0,0,13.0,13.73,0.73,2.0,2.07,0.07
21,407,6.0,31,Primary Care,87,0.244,Insights,All,1,4,11.0,17.88,6.88,4.0,4.76,0.76
64,44,18.8,49,Oncology,88,0.174,All,All,1,3,18.0,23.86,5.86,3.0,5.02,2.02
47,251,19.6,145,Primary Care,90,0.67,Email,Email,1,5,21.0,29.68,8.68,3.0,6.69,3.69
63,214,15.4,190,Primary Care,80,0.677,Email,Insights,0,0,9.0,11.06,2.06,3.0,3.23,0.23
51,220,15.3,66,Cardiology,75,0.559,All,Call,1,4,13.0,23.92,10.92,7.0,9.33,2.33
36,84,9.2,60,Cardiology,89,0.343,Email,Email,0,0,20.0,20.41,0.41,4.0,4.26,0.26
69,37,19.6,188,Cardiology,84,0.317,Call,Call,1,3,13.0,18.52,5.52,5.0,7.73,2.73
39,174,16.9,55,Neurology,102,0.101,Call,All,1,4,15.0,20.5,5.5,3.0,4.66,1.66
76,236,1.2,80,Oncology,78,0.503,Email,Email,1,5,14.0,23.29,9.29,4.0,5.31,1.31
80,397,5.0,190,Primary Care,90,0.631,Email,Email,1,2,19.0,26.48,7.48,3.0,5.04,2.04
48,232,11.4,109,Neurology,78,0.439,Insights,Insights,0,0,14.0,14.57,0.57,3.0,3.12,0.12
54,123,18.8,54,Cardiology,74,0.458,Call,Call,1,5,11.0,18.89,7.89,3.0,5.38,2.38
21,132,6.0,31,Oncology,73,0.254,Insights,Insights,0,0,13.0,14.66,1.66,3.0,3.07,0.07
66,306,3.4,187,Oncology,78,0.227,Call,Insights,1,2,18.0,20.83,2.83,6.0,6.49,0.49
54,218,18.8,54,Cardiology,77,0.354,All,Call,1,3,10.0,19.14,9.14,6.0,7.52,1.52
73,451,9.5,80,Neurology,74,0.702,Insights,Insights,1,4,16.0,23.91,7.91,5.0,7.03,2.03
22,220,19.0,38,Cardiology,75,0.559,All,Email,0,0,21.0,21.03,0.03,5.0,5.2,0.2
64,284,18.8,49,Primary Care,71,0.228,Call,All,1,3,14.0,17.88,3.88,6.0,6.74,0.74
38,32,2.6,161,Cardiology,67,0.366,Email,All,0,0,20.0,20.15,0.15,2.0,2.27,0.27
15,97,5.6,103,Primary Care,81,0.428,All,Insights,1,1,11.0,18.61,7.61,0.0,1.08,1.08
14,426,1.0,123,Cardiology,80,0.166,All,Insights,0,0,20.0,20.37,0.37,2.0,2.04,0.04
45,173,5.0,150,Primary Care,82,0.83,Email,Call,0,0,15.0,15.61,0.61,4.0,4.01,0.01
26,211,8.4,99,Cardiology,92,0.527,Insights,Email,0,0,20.0,20.23,0.23,7.0,7.09,0.09
9,296,12.2,167,Oncology,68,0.223,Insights,Insights,1,1,13.0,17.57,4.57,2.0,3.67,1.67
35,29,17.5,101,Oncology,75,0.618,Email,Call,1,1,19.0,24.38,5.38,3.0,3.0,0.0
53,254,14.4,171,Oncology,81,0.098,Insights,Insights,0,0,9.0,9.15,0.15,4.0,4.09,0.09
26,174,8.4,99,Neurology,102,0.101,Email,Call,1,4,14.0,19.33,5.33,2.0,2.79,0.79
77,75,5.6,150,Oncology,88,0.31,Email,Email,0,0,9.0,9.31,0.31,9.0,9.16,0.16
63,210,15.4,190,Neurology,81,0.65,All,Email,1,4,15.0,25.59,10.59,3.0,5.97,2.97
42,224,17.0,101,Neurology,77,0.28,Call,Call,1,3,7.0,13.82,6.82,5.0,7.26,2.26
75,94,10.3,91,Cardiology,64,0.307,All,All,1,4,17.0,26.44,9.44,2.0,4.08,2.08
35,272,17.5,101,Cardiology,76,0.329,All,All,1,5,12.0,22.92,10.92,1.0,3.54,2.54
12,374,13.9,58,Oncology,77,0.751,All,Email,1,2,22.0,29.3,7.3,4.0,5.04,1.04
3,134,1.5,33,Neurology,80,0.588,Call,Call,0,0,16.0,17.02,1.02,4.0,4.18,0.18
76,484,1.2,80,Oncology,81,0.394,Call,Insights,1,0,13.0,14.22,1.22,2.0,2.11,0.11
77,307,5.6,150,Neurology,69,0.321,Call,Call,0,0,14.0,14.46,0.46,7.0,7.1,0.1
60,387,13.3,137,Neurology,69,0.094,Insights,Insights,1,1,20.0,24.62,4.62,3.0,4.01,1.01
9,36,12.2,167,Oncology,95,0.734,Call,Call,1,3,19.0,25.41,6.41,7.0,9.74,2.74
24,384,5.7,177,Oncology,93,0.521,All,All,1,7,15.0,29.36,14.36,3.0,6.66,3.66
4,169,15.7,136,Neurology,85,0.207,Call,Call,1,1,20.0,25.08,5.08,2.0,3.4,1.4
5,356,14.3,123,Oncology,83,0.094,Email,Email,1,3,11.0,18.64,7.64,4.0,5.27,1.27
20,403,4.7,153,Primary Care,85,0.41,All,All,1,1,15.0,20.47,5.47,2.0,3.48,1.48
46,126,14.6,60,Oncology,82,0.333,All,All,1,3,13.0,17.91,4.91,4.0,4.36,0.36
6,130,11.4,159,Oncology,88,0.424,Call,Call,0,0,9.0,9.08,0.08,3.0,3.39,0.39
79,30,19.8,87,Neurology,91,0.336,Insights,Insights,1,2,17.0,24.68,7.68,3.0,3.84,0.84
37,303,10.3,187,Neurology,71,0.161,Call,Call,1,2,13.0,18.86,5.86,5.0,6.24,1.24
22,388,19.0,38,Neurology,79,0.508,All,All,1,5,15.0,23.63,8.63,8.0,10.32,2.32
42,206,17.0,101,Oncology,91,0.39,Call,Call,1,0,15.0,19.85,4.85,5.0,5.63,0.63
64,81,18.8,49,Cardiology,93,0.439,Insights,Insights,1,1,14.0,21.1,7.1,5.0,6.23,1.23
26,159,8.4,99,Cardiology,86,0.338,Email,Email,0,0,18.0,18.21,0.21,2.0,2.01,0.01
4,202,15.7,136,Oncology,69,0.55,Email,Email,1,1,12.0,16.65,4.65,4.0,5.94,1.94
5,459,14.3,123,Oncology,84,0.196,All,All,1,4,14.0,22.4,8.4,7.0,8.72,1.72
69,63,19.6,188,Neurology,69,0.409,Call,Email,0,0,16.0,16.35,0.35,4.0,4.13,0.13
9,172,12.2,167,Oncology,91,0.343,Email,Email,1,1,14.0,21.24,7.24,5.0,6.17,1.17
51,320,15.3,66,Neurology,76,0.818,Email,Insights,1,1,12.0,13.01,1.01,4.0,4.9,0.9
31,119,7.9,33,Primary Care,75,0.352,Call,Call,0,0,12.0,12.07,0.07,1.0,1.25,0.25
63,443,15.4,190,Primary Care,86,0.185,All,Call,1,0,20.0,24.01,4.01,2.0,3.97,1.97
5,455,14.3,123,Cardiology,81,0.852,Call,Call,0,0,9.0,10.71,1.71,2.0,2.13,0.13
72,191,5.3,163,Cardiology,92,0.145,All,Call,1,0,15.0,17.35,2.35,5.0,6.72,1.72
56,373,12.0,85,Neurology,92,0.427,All,Call,0,0,12.0,12.55,0.55,1.0,1.65,0.65
36,378,9.2,60,Primary Care,84,0.084,Call,Insights,0,0,13.0,13.16,0.16,6.0,6.52,0.52
17,341,14.5,38,Cardiology,79,0.146,All,All,1,0,15.0,17.6,2.6,1.0,1.0,0.0
79,94,19.8,87,Cardiology,64,0.307,Email,Email,0,0,12.0,12.16,0.16,6.0,6.33,0.33
25,25,10.3,198,Primary Care,87,0.422,Call,Call,1,2,11.0,18.45,7.45,6.0,7.35,1.35
40,174,4.2,152,Neurology,102,0.101,Email,Email,0,0,12.0,12.76,0.76,3.0,3.06,0.06
32,66,11.7,170,Neurology,84,0.648,Email,Email,0,0,15.0,15.49,0.49,5.0,5.15,0.15
19,147,12.9,81,Cardiology,86,0.24,Email,Email,1,6,12.0,21.26,9.26,4.0,6.08,2.08
34,320,1.0,82,Neurology,76,0.818,Email,Email,0,0,13.0,13.24,0.24,3.0,3.0,0.0
13,295,7.9,51,Primary Care,84,0.131,All,Email,1,3,13.0,18.55,5.55,3.0,5.24,2.24
1,105,18.1,130,Cardiology,70,0.342,Insights,Insights,0,0,16.0,16.44,0.44,5.0,5.08,0.08
24,9,5.7,177,Oncology,79,0.443,All,All,0,0,21.0,21.31,0.31,3.0,3.07,0.07
9,113,12.2,167,Neurology,73,0.145,Insights,Insights,1,1,15.0,24.24,9.24,7.0,7.07,0.07
34,228,1.0,82,Cardiology,78,0.41,Insights,Insights,0,0,20.0,20.17,0.17,3.0,3.45,0.45
70,390,9.1,60,Primary Care,60,0.288,Email,Email,0,0,12.0,15.0,3.0,4.0,4.05,0.05
14,183,1.0,123,Primary Care,68,0.476,Insights,Insights,1,2,19.0,24.84,5.84,2.0,3.65,1.65
1,143,18.1,130,Neurology,88,0.131,Call,Call,0,0,20.0,20.65,0.65,7.0,7.18,0.18
9,276,12.2,167,Neurology,76,0.252,All,Email,1,6,11.0,22.72,11.72,4.0,6.29,2.29
41,36,8.8,52,Oncology,95,0.734,All,Email,0,0,13.0,13.33,0.33,2.0,2.16,0.16
22,113,19.0,38,Neurology,73,0.145,Email,Email,0,0,13.0,13.16,0.16,6.0,6.16,0.16
40,19,4.2,152,Primary Care,65,0.675,Insights,Call,0,0,23.0,23.16,0.16,6.0,6.62,0.62
3,263,1.5,33,Neurology,68,0.33,Insights,Insights,0,0,13.0,13.08,0.08,0.0,0.08,0.08
27,222,14.9,28,Primary Care,88,0.782,Insights,All,1,1,22.0,27.2,5.2,7.0,9.16,2.16
33,292,7.1,115,Cardiology,67,0.446,Email,Insights,1,3,21.0,23.41,2.41,4.0,4.64,0.64
35,309,17.5,101,Primary Care,92,0.488,Insights,Insights,1,4,20.0,29.31,9.31,2.0,4.31,2.31
45,198,5.0,150,Oncology,69,0.558,All,All,1,7,17.0,29.15,12.15,6.0,8.95,2.95
63,435,15.4,190,Oncology,85,0.598,Call,Call,1,3,8.0,12.98,4.98,6.0,7.21,1.21
38,460,2.6,161,Primary Care,77,0.092,Insights,All,0,0,12.0,12.33,0.33,1.0,1.23,0.23
68,56,3.4,153,Cardiology,82,0.258,Email,Email,0,0,16.0,16.22,0.22,3.0,3.03,0.03
43,461,9.7,154,Neurology,93,0.205,All,Call,1,1,12.0,16.81,4.81,1.0,1.88,0.88
21,99,6.0,31,Neurology,72,0.758,Email,Call,1,3,11.0,17.31,6.31,6.0,6.83,0.83
19,125,12.9,81,Neurology,79,0.505,Email,Email,0,0,18.0,18.48,0.48,4.0,4.23,0.23
26,265,8.4,99,Cardiology,79,0.42,Call,Call,1,4,16.0,22.09,6.09,6.0,7.95,1.95
48,15,11.4,109,Primary Care,71,0.274,All,All,1,4,17.0,25.86,8.86,4.0,5.96,1.96
20,183,4.7,153,Primary Care,68,0.476,All,All,1,4,10.0,18.67,8.67,2.0,3.5,1.5
74,98,19.7,62,Primary Care,84,0.947,Email,Email,1,2,15.0,18.01,3.01,3.0,4.96,1.96
39,242,16.9,55,Primary Care,74,0.264,Email,Email,1,4,19.0,27.76,8.76,6.0,7.06,1.06
70,408,9.1,60,Cardiology,85,0.605,All,All,1,6,8.0,17.9,9.9,5.0,8.01,3.01
55,463,12.2,128,Neurology,64,0.253,Call,Call,1,2,23.0,30.29,7.29,2.0,3.26,1.26
27,107,14.9,28,Primary Care,71,0.345,Email,Email,1,3,17.0,22.52,5.52,4.0,5.8,1.8
19,273,12.9,81,Neurology,77,0.662,All,Call,1,2,15.0,21.22,6.22,2.0,3.72,1.72
60,238,13.3,137,Cardiology,63,0.275,Email,Call,0,0,19.0,19.33,0.33,4.0,4.15,0.15
27,208,14.9,28,Cardiology,66,0.907,Insights,Insights,1,1,15.0,18.77,3.77,0.0,0.0,0.0
20,317,4.7,153,Neurology,72,0.135,Email,Email,1,3,11.0,14.57,3.57,3.0,4.6,1.6
75,495,10.3,91,Oncology,68,0.358,All,Insights,1,3,12.0,20.29,8.29,3.0,5.01,2.01
39,203,16.9,55,Cardiology,81,0.321,All,Email,1,5,17.0,28.01,11.01,4.0,6.77,2.77
4,33,15.7,136,Oncology,98,0.68,Call,Call,1,2,14.0,20.86,6.86,2.0,3.1,1.1
40,458,4.2,152,Primary Care,87,0.194,Insights,Insights,0,0,13.0,13.35,0.35,5.0,5.04,0.04
37,467,10.3,187,Neurology,82,0.399,All,All,0,0,15.0,15.01,0.01,5.0,5.23,0.23
70,162,9.1,60,Oncology,74,0.62,All,All,1,2,15.0,22.55,7.55,4.0,5.74,1.74
57,251,6.8,128,Primary Care,90,0.67,Call,Email,0,0,13.0,15.46,2.46,2.0,2.15,0.15
16,432,15.5,62,Cardiology,82,0.379,Call,Call,0,0,15.0,15.36,0.36,8.0,8.01,0.01
13,252,7.9,51,Cardiology,74,0.789,All,All,1,2,12.0,20.14,8.14,2.0,3.2,1.2
49,241,14.2,24,Cardiology,79,0.319,Email,Email,1,2,20.0,24.16,4.16,4.0,5.0,1.0
4,461,15.7,136,Neurology,93,0.205,Email,Email,1,2,17.0,20.67,3.67,9.0,10.62,1.62
26,415,8.4,99,Primary Care,79,0.153,Email,Email,0,0,12.0,12.1,0.1,10.0,10.74,0.74
12,254,13.9,58,Oncology,81,0.098,All,All,1,2,15.0,20.86,5.86,3.0,3.72,0.72
2,81,6.3,75,Cardiology,93,0.439,Email,Email,1,2,15.0,19.88,4.88,5.0,6.45,1.45
74,220,19.7,62,Cardiology,75,0.559,Call,All,0,0,13.0,13.42,0.42,2.0,2.0,0.0
8,339,17.0,116,Primary Care,82,0.594,Insights,Insights,1,1,13.0,18.72,5.72,7.0,8.59,1.59
1,137,18.1,130,Cardiology,70,0.134,Email,Insights,0,0,9.0,9.31,0.31,7.0,7.22,0.22
75,269,10.3,91,Neurology,94,0.513,Call,Call,0,0,16.0,16.38,0.38,3.0,3.03,0.03
16,330,15.5,62,Oncology,70,0.262,Call,Call,1,3,12.0,18.15,6.15,1.0,3.37,2.37
66,43,3.4,187,Neurology,74,0.559,Email,Call,1,5,10.0,15.93,5.93,3.0,4.94,1.94
3,285,1.5,33,Primary Care,76,0.112,All,All,1,3,12.0,20.67,8.67,4.0,5.65,1.65
